est_retiro,est_arribo,viajes,x_retiro,y_retiro,x_arribo,y_arribo
3,9,1,-73.07321492,3.900749163,-90.62113027,15.20722635
3,9,1,-73.07321492,3.900749163,-90.62113027,15.20722635
3,9,1,-73.07321492,3.900749163,-88.80171922,13.73060289
3,9,1,-73.07321492,3.900749163,-84.34548055,10.43456837
3,9,1,-73.07321492,3.900749163,-61.2482483,10.45626295
3,9,1,-73.07321492,3.900749163,-84.98164342,12.53609365
3,9,1,-73.07321492,3.900749163,-102.5014634,38.16790121
3,9,1,-73.07321492,3.900749163,-102.5014634,38.16790121
3,9,1,-84.34548055,10.43456837,-84.98164342,12.53609365
3,9,1,-88.80171922,13.73060289,-102.5328674,23.95046417
3,9,1,-66.16957169,7.122435565,-89.29680617,16.78646416
3,9,1,-66.16957169,7.122435565,-90.62113027,15.20722635
3,9,1,-66.16957169,7.122435565,-86.87357664,14.6871958
3,9,1,-66.16957169,7.122435565,-77.97112376,24.61984519
3,9,1,-66.16957169,7.122435565,-102.5328674,23.95046417
3,9,1,-80.28476602,8.91839249,-84.34548055,10.43456837
3,9,1,-80.28476602,8.91839249,-84.34548055,10.43456837
3,9,1,-84.98164342,12.53609365,-88.80171922,13.73060289
